"","school","sex","age","address","Pstatus","Medu","Fedu","failures","schoolsup","famsup","paid","activities","higher","romantic","famrel","freetime","goout","Dalc","Walc","G1","G2","G3","absencesIntervals","PC1","PC2","PC3","PC4","PC5"
"11","GP","F",15,"U","T",4,4,0,"no","yes","no","no","yes","no",3,3,3,1,2,14,14,14,"[0,8)",2.34490256090193,-0.750605259835291,1.45870741867519,-0.00649896274596949,0.816201422445894
"12","GP","F",15,"U","T",2,1,0,"no","yes","no","yes","yes","no",5,2,2,1,1,10,12,13,"[0,8)",0.650899620900306,2.53275571932931,-0.830214324838802,0.541038830713478,1.245377348248
"13","GP","M",15,"U","T",4,4,0,"no","yes","no","yes","yes","no",4,3,3,1,3,12,13,12,"[0,8)",1.29701613836953,-1.04658515487351,1.65293541565622,0.803720771800136,1.23374587863501
"14","GP","M",15,"U","T",4,3,0,"no","yes","no","no","yes","no",5,4,3,1,2,12,12,13,"[0,8)",1.25298186842599,-0.264339147020399,0.558286764457097,1.8677632892546,0.719124693229358
"15","GP","M",15,"U","A",2,2,0,"no","yes","no","no","yes","yes",4,5,2,1,1,14,14,15,"[0,8)",2.12007447565799,0.980216389305374,-0.476743773039943,1.37190806944674,0.158146615361065
"16","GP","F",16,"U","T",4,4,0,"no","yes","no","no","yes","no",4,4,4,1,2,17,17,17,"[0,8)",3.11779148888503,-1.93145451031516,0.174110908652865,0.418109387870837,-0.361036298744388
"17","GP","F",16,"U","T",4,4,0,"no","yes","no","yes","yes","no",3,2,3,1,2,13,13,14,"[8,16)",2.02879585130385,-0.678667659975678,1.74656662500958,-1.37279284797818,-0.140399442501467
"18","GP","F",16,"U","T",3,3,0,"yes","yes","no","yes","yes","no",5,3,2,1,1,13,14,14,"[0,8)",1.65465046941161,0.917811130772763,-0.232473963351558,0.620162036364792,0.448000562477621
"19","GP","M",17,"U","T",3,2,3,"no","yes","yes","yes","yes","no",5,5,5,2,4,8,8,7,"[0,8)",-3.89138585875373,-1.51620772800965,0.489590125007547,1.80421653693832,-2.17100855581114
"20","GP","M",16,"U","T",4,3,0,"no","no","no","yes","yes","no",3,1,3,1,3,12,12,12,"[0,8)",0.81530551119343,-0.495124789450781,1.72854190004356,-1.51547188572677,1.04921929863963
"21","GP","M",15,"U","T",4,3,0,"no","no","no","no","yes","no",4,4,1,1,1,12,13,14,"[0,8)",2.04537697571528,0.622048572612236,1.61483830838499,0.953358311111748,0.624767334301939
"22","GP","M",15,"U","T",4,4,0,"no","yes","yes","no","yes","no",5,4,2,1,1,11,12,12,"[0,8)",1.34234027497064,-0.0863269329051556,2.09403826129945,1.97582542598743,0.627888812196029
"23","GP","M",16,"U","T",4,2,0,"no","no","no","yes","yes","no",4,5,1,1,3,12,13,14,"[0,8)",1.33515671490546,-0.0687265556978297,0.625934362994941,0.918945778684747,0.28150181954663
"24","GP","M",16,"U","T",2,2,0,"no","yes","no","yes","yes","no",5,4,4,2,4,10,10,10,"[0,8)",-1.20409524508908,-0.831183405534152,-0.898863153188309,1.3220182786845,0.856195185019587
"25","GP","F",15,"R","T",2,4,0,"yes","yes","no","yes","yes","no",4,3,2,1,1,10,11,10,"[0,8)",0.803713604566059,1.04097627094588,1.76952654659689,0.743690214791327,0.635801528529367
"26","GP","F",16,"U","T",2,2,0,"no","yes","no","no","yes","no",1,2,2,1,3,10,11,12,"[0,8)",-0.365717006971355,0.693233003598161,1.06391198793272,-2.37117050642221,1.64898797045622
"27","GP","M",15,"U","T",2,2,0,"no","yes","no","no","yes","no",4,2,2,1,2,11,12,12,"[8,16)",0.349356436550321,0.929767595795127,0.79245998936551,-0.579538541971443,1.21927964116542
"28","GP","M",15,"U","T",4,2,0,"no","no","no","no","yes","no",2,2,4,2,4,11,11,11,"[0,8)",-0.182745077696404,-1.22565494783286,0.983502445321288,-0.913645806123315,2.28447141856352
"29","GP","M",16,"U","A",3,4,0,"yes","yes","yes","yes","yes","no",5,3,3,1,1,12,12,13,"[0,8)",1.50182022051273,0.0391080665896654,1.26295779560561,1.13504477038039,-0.182521429112647
"30","GP","M",16,"U","T",4,4,0,"no","yes","yes","yes","yes","yes",4,4,5,5,5,12,11,12,"[0,8)",-0.505983125952917,-4.62847698407391,0.103634826560721,0.0192754311440923,1.06502103817918
"31","GP","M",15,"U","T",4,4,0,"no","yes","yes","no","yes","no",5,4,2,3,4,10,11,11,"[0,8)",0.217648691867568,-1.96609264185419,1.49845592407633,1.17890234911871,1.36502418576384
"32","GP","M",15,"U","T",4,4,0,"no","yes","no","yes","yes","no",4,3,1,1,1,15,15,15,"[0,8)",3.02883691638407,0.398798843961581,1.22304420353734,0.0681038255741936,0.857648205987537
"33","GP","M",15,"R","T",4,3,0,"no","yes","no","yes","yes","yes",4,5,2,1,1,13,14,15,"[0,8)",2.30562674000317,-0.0452165618964089,0.960874317926683,1.5796094989295,0.272454144304627
"34","GP","M",15,"U","T",3,3,0,"no","no","no","yes","yes","no",5,3,2,1,1,13,12,12,"[0,8)",1.62063866326249,0.826631274828037,1.1403095585114,1.2661348295863,0.609001660990117
"35","GP","M",16,"U","T",3,2,0,"no","yes","no","no","yes","no",5,4,3,1,1,12,12,12,"[0,8)",0.605434401572168,0.300165482176448,0.431238490524832,1.45980945960291,-0.0973220894908797
"36","GP","F",15,"U","T",2,3,0,"no","yes","no","yes","yes","no",3,5,1,1,1,11,11,11,"[0,8)",0.05227884216588,1.06365390395328,0.927081099112662,0.728353917609548,1.35088453582921
"37","GP","M",15,"U","T",4,3,0,"no","yes","no","yes","yes","no",5,4,3,1,1,14,14,14,"[0,8)",2.61945780218962,-0.0705424882781832,0.66873663772844,1.82075770823,-0.136847980381498
"38","GP","M",16,"R","A",4,4,0,"no","yes","no","yes","yes","yes",2,4,3,1,1,13,13,13,"[0,8)",1.75202068425393,-0.303215057734394,1.23187797514572,-0.278668904574595,0.144149799680562
"39","GP","F",15,"R","T",3,4,0,"yes","yes","no","yes","yes","no",4,3,2,1,1,11,12,12,"[0,8)",1.6072580001705,0.623938238238707,1.84639002565436,0.631630199398662,0.472108746050871
"40","GP","F",15,"R","T",2,2,0,"yes","yes","no","yes","yes","no",4,3,1,1,1,14,13,12,"[8,16)",1.15587754581834,1.31451748370723,0.672372865570214,-0.298639417182457,0.906748600902287
"41","GP","F",16,"U","T",2,2,0,"no","yes","no","yes","yes","yes",3,3,3,1,2,11,11,10,"[16,24)",-0.631199521783583,0.39480053169768,0.271352612469098,-1.23549029385229,0.366409640699775
"42","GP","M",15,"U","T",4,4,0,"no","yes","no","no","yes","yes",5,4,3,2,4,10,11,11,"[8,16)",-0.109645072650924,-2.28895122991303,1.63326318172074,1.02957227228772,0.970016333656344
"43","GP","M",15,"U","T",4,4,0,"no","yes","no","yes","yes","no",4,3,3,1,1,14,15,15,"[0,8)",2.90329496641743,-0.358054411255439,1.27142910921423,0.759346257177265,0.444804347817808
"44","GP","M",15,"U","T",2,2,0,"yes","yes","no","no","yes","no",5,4,1,1,1,9,10,10,"[0,8)",-0.249124523862411,1.71503991252899,1.14833240572016,1.78524304969682,1.06655166063028
"45","GP","F",16,"U","T",2,2,1,"yes","no","no","yes","yes","no",4,3,3,2,2,10,11,11,"[8,16)",-1.25426459025017,0.0965650108526976,0.0468696417398716,-0.909128603900877,-0.33576989503967
"46","GP","F",15,"U","A",4,3,0,"yes","yes","yes","yes","yes","yes",5,2,2,1,1,10,11,11,"[0,8)",1.02791196256229,0.750699633256874,2.22379898817454,0.649472660610295,0.630903285477484
"47","GP","F",16,"U","A",3,3,0,"no","yes","no","no","yes","no",2,3,5,1,4,13,12,13,"[0,8)",0.544768274189387,-1.64850671906727,0.263893120640694,-0.873631377727206,0.648671559429737
"48","GP","M",16,"U","T",4,3,0,"no","no","no","yes","yes","no",4,2,2,1,1,17,17,17,"[0,8)",4.30894302661378,0.476734993481035,0.400734757219389,-0.761233164212071,-0.570481949673711
"49","GP","M",15,"U","T",4,2,0,"no","yes","no","no","yes","no",4,3,3,2,2,11,12,13,"[0,8)",0.812912341976222,-0.456494345309696,0.858964665465912,0.255576597089125,0.882936593904354
"50","GP","F",15,"U","T",4,4,0,"yes","yes","no","yes","yes","no",4,4,4,1,1,13,12,12,"[0,8)",1.5939096595346,-0.799884020084433,1.52781739989464,1.61176946815099,0.257098398775433
"51","GP","F",16,"U","T",2,2,0,"no","yes","no","no","yes","no",4,3,3,2,3,14,13,13,"[0,8)",0.499822538419499,0.0667892521356276,-1.62174643064707,-0.0939642612728302,1.35239199594367
"52","GP","F",15,"U","T",4,2,0,"no","yes","no","no","yes","no",4,3,3,1,1,16,14,16,"[0,8)",2.84577943760531,0.247221012277144,0.23431118240137,0.586631511980762,0.482724210311119
"53","GP","M",15,"U","A",4,2,0,"no","no","no","no","yes","no",5,5,5,3,4,10,9,9,"[0,8)",-1.68791569797058,-2.59317678268053,-0.229773185232997,2.09661182456257,1.42512525368439
"54","GP","F",15,"U","T",4,4,0,"yes","yes","no","no","yes","no",3,3,4,2,3,13,12,12,"[0,8)",0.92104091709559,-1.86153754804585,1.36782647439998,0.240093225835866,1.56991802826653
"55","GP","F",15,"U","A",3,3,0,"no","no","no","no","yes","no",5,3,4,4,4,13,12,13,"[0,8)",0.190666810424214,-2.60961478160185,-0.323176130492517,0.59309052852131,1.77055835515729
"56","GP","F",16,"U","A",2,1,0,"no","no","no","yes","yes","yes",5,3,4,1,1,12,13,12,"[0,8)",0.66240895117909,0.969703069444113,-0.709139562459629,1.16685660976748,-0.143443368721295
"57","GP","F",15,"U","A",4,3,0,"no","yes","no","yes","yes","no",4,3,2,1,1,15,14,15,"[0,8)",2.82895833419673,0.328524165882539,1.08075022826462,0.487072705127411,0.600232405096976
"58","GP","M",15,"U","T",4,4,0,"no","yes","no","yes","yes","no",3,2,2,1,1,15,15,16,"[8,16)",3.14384454384286,-0.143090988463334,1.75094211102562,-1.26232340785551,0.559489113114036
"59","GP","M",15,"U","T",1,2,0,"yes","yes","no","yes","yes","no",4,3,2,1,1,14,13,14,"[0,8)",1.57726377228543,1.65072479739639,-0.360334731030039,0.416431755612901,0.902650601442045
"60","GP","F",16,"U","T",4,2,0,"no","yes","yes","no","yes","no",4,2,3,1,1,16,15,16,"[0,8)",2.92542216889753,0.323417934069157,0.216340639371969,-0.364427108251074,-0.0146654731136838
"61","GP","F",16,"R","T",4,4,0,"no","yes","no","yes","yes","no",2,4,4,2,3,17,16,16,"[0,8)",2.72696921763955,-2.34394262598995,0.11340642383761,-0.525271946216867,0.52171864446409
"62","GP","F",16,"U","T",1,1,0,"yes","yes","no","yes","yes","yes",5,5,5,5,5,10,10,16,"[0,8)",-2.34316906983167,-2.45991532437298,-4.22892704162723,0.96621917937382,2.24300383520076
"63","GP","F",16,"U","T",1,2,0,"yes","no","no","yes","yes","no",4,4,3,1,1,13,13,10,"[0,8)",0.52846429788798,1.17799859235592,-0.437965130057806,1.12374573951401,0.182723404054515
"64","GP","F",16,"U","T",4,3,0,"yes","yes","no","yes","yes","no",3,4,4,2,4,14,13,13,"[0,8)",1.3022227683715,-2.00257117959424,0.129085260397202,0.152446142832835,0.443928215768946
"65","GP","F",15,"U","T",4,3,0,"yes","no","no","yes","yes","yes",4,4,4,2,4,13,12,12,"[0,8)",0.782357140443458,-2.01832369016655,0.442388444184747,1.09020806375409,1.10925996342077
"66","GP","F",16,"U","T",4,3,0,"no","yes","no","yes","yes","no",5,4,3,1,2,16,15,16,"[0,8)",2.43232939577043,-0.525840213266294,-0.872895128214669,1.052345381221,0.156460855015387
"67","GP","M",15,"U","A",4,4,0,"no","yes","no","yes","yes","yes",1,3,3,5,5,11,12,12,"[0,8)",0.327729922622951,-3.22009941011161,1.02322253294956,-2.12004378493866,2.30330233444823
"68","GP","F",16,"U","T",3,1,0,"yes","yes","no","no","yes","no",4,3,3,1,2,10,9,10,"[0,8)",0.0509397536979042,1.24005099365605,0.477096664077736,0.698800822655918,0.0531453659313247
"69","GP","F",15,"R","T",2,2,0,"yes","yes","no","no","yes","no",4,1,3,1,3,11,10,11,"[0,8)",-0.00933025346195404,1.10504755209447,0.142977647251114,-0.301830695148586,1.93963782379777
"70","GP","F",15,"R","T",3,1,0,"no","yes","no","no","yes","no",4,4,2,2,3,15,15,15,"[0,8)",1.92061547824949,-0.0240358005264283,-1.4276365610556,-0.290136359387755,0.571118981709507
"71","GP","M",16,"U","T",3,1,0,"no","yes","no","no","yes","no",4,3,2,1,1,13,11,11,"[0,8)",1.00825342273175,1.86750182164577,-0.108273373791807,0.179453648638202,0.0676003360833922
"72","GP","M",15,"U","T",4,2,0,"no","no","no","no","yes","no",3,3,3,1,1,11,9,10,"[0,8)",0.820339114747482,1.00419339765702,1.63027062454189,0.574751045331535,0.543442789230864
"73","GP","F",15,"R","T",1,1,0,"yes","yes","no","no","yes","yes",3,3,4,2,4,13,11,11,"[0,8)",-0.499988327430379,-0.244338815860657,-1.21075796160128,-0.29477654085788,1.7387874449231
"74","GP","M",16,"U","T",3,1,0,"no","no","no","yes","yes","no",5,3,2,2,2,13,13,14,"[0,8)",0.953005951526939,0.387077858693345,-0.348269988714659,0.465797346004454,0.674460823935517
"75","GP","F",16,"U","T",3,3,0,"yes","yes","no","yes","yes","no",4,3,3,2,4,11,11,11,"[0,8)",-0.0715345322597256,-1.20645323005597,0.719407724007187,-0.110000755956332,0.811485027816244
"76","GP","M",15,"U","T",4,3,0,"no","yes","no","yes","yes","no",4,3,3,2,3,11,11,11,"[0,8)",0.510695068402768,-0.932520671768688,1.33411659107574,0.626967138986591,1.2946402077131
"77","GP","M",15,"U","T",4,0,0,"no","no","no","yes","yes","no",3,4,3,1,1,12,11,11,"[0,8)",0.780941466698989,1.48002352507549,-0.214462250283199,0.790737901824891,0.620912656629088
"78","GP","F",16,"U","T",2,2,0,"no","no","no","no","yes","yes",5,2,3,1,3,13,13,13,"[0,8)",1.55007282071292,0.680426508968356,-0.506254228917838,0.154308253747101,-0.0594887659980514
"79","GP","M",17,"U","T",2,1,3,"yes","yes","no","yes","no","no",4,5,1,1,1,9,9,10,"[0,8)",-2.64082258686974,2.26697460902128,0.40343926317833,0.80466012050325,-1.89021466564894
"80","GP","F",16,"U","T",3,4,0,"no","yes","no","no","yes","no",2,4,3,1,2,12,11,11,"[8,16)",0.332665571716624,-0.916480437435068,1.80725432776046,-0.997544037736076,0.0440143664497135
"81","GP","M",15,"U","T",2,3,0,"yes","yes","no","yes","yes","yes",3,2,2,1,3,11,11,12,"[0,8)",0.37459547638294,0.57150874976682,1.1614218728795,-0.520133258128042,1.98027321110439
"82","GP","M",15,"U","T",2,3,0,"yes","no","no","no","yes","no",5,3,2,1,2,10,9,9,"[0,8)",0.0690426404764035,1.06916955445152,1.32631008822088,1.23454199134683,0.707132175507109
"83","GP","F",15,"U","T",3,2,0,"no","yes","no","no","yes","no",4,4,4,1,1,12,11,11,"[0,8)",0.510806833064464,0.176990118930951,0.535153110619044,1.41489530859315,0.361747761713423
"84","GP","M",15,"U","T",2,2,0,"no","no","yes","yes","yes","no",5,3,3,1,3,13,12,13,"[0,8)",0.722125825092248,0.389476795770893,-0.777462398152322,0.887850584726391,1.1376475835147
"85","GP","F",15,"U","T",1,1,0,"no","yes","no","yes","yes","no",4,3,2,2,3,13,12,12,"[0,8)",0.212821900643575,0.778721702097813,-0.883065541209243,-0.145036004882924,1.49407799285768
"86","GP","F",15,"U","T",4,4,0,"no","no","no","no","yes","yes",4,4,4,2,3,12,11,12,"[0,8)",0.500722521007132,-1.89380746505556,0.797964618152994,0.974160376848703,1.06620053354313
"87","GP","F",16,"U","T",2,2,0,"no","yes","no","no","yes","no",4,3,4,1,2,13,11,11,"[0,8)",0.242195012597331,0.16811027883191,-0.0532718691903054,0.294928906312892,0.131197022406506
"88","GP","F",15,"U","T",4,2,0,"no","yes","no","yes","yes","no",5,3,3,1,3,15,15,15,"[0,8)",2.58617287441349,-0.537897179599743,-0.108201149681448,0.554836960968922,0.177016357746578
"89","GP","M",16,"U","T",2,2,0,"no","no","no","yes","yes","no",4,4,2,1,1,12,10,11,"[0,8)",-0.0108711631588996,1.26892942298754,0.133776511149102,0.514616735209324,0.333371360423224
"90","GP","M",16,"U","A",4,4,0,"no","yes","no","no","yes","no",4,1,3,3,5,9,9,10,"[0,8)",-0.699229666423343,-2.1727136001486,2.03154394512963,-1.39247909904956,1.46805146356774
"91","GP","F",16,"U","T",3,3,0,"no","yes","no","no","yes","yes",4,3,3,1,3,9,11,11,"[0,8)",0.266631707952314,-0.0748342533828563,1.11959550945305,0.456517358935582,0.277348125493606
"92","GP","F",15,"U","T",4,3,0,"no","no","no","yes","yes","no",4,5,5,1,3,14,13,13,"[0,8)",1.02282417985061,-2.1908106885646,0.278538030191739,1.63427584476542,0.379828115225801
"93","GP","F",16,"U","T",3,1,0,"yes","yes","no","no","yes","no",3,3,3,2,3,12,13,12,"[0,8)",0.379348881868225,-0.117073101272019,-0.293554845839731,-0.461594180116414,0.989642310580079
"94","GP","F",16,"U","T",4,2,0,"no","yes","no","yes","yes","no",5,3,3,1,1,13,14,14,"[0,8)",1.76248676363783,0.435892976396786,-0.00842359036725326,0.881758545352475,0.00196345298038975
"95","GP","M",15,"U","T",2,2,0,"no","yes","no","yes","yes","no",4,3,4,1,1,11,12,12,"[0,8)",1.06990833170433,1.00630966077871,0.00773254251785297,0.902237099235282,0.113408150753252
"96","GP","F",15,"R","T",1,1,0,"yes","yes","yes","yes","yes","no",3,1,2,1,1,13,13,13,"[0,8)",1.40997338018642,2.75358480312535,-0.735362757697556,-1.57891307486952,1.12849580497728
"97","GP","M",16,"R","T",4,3,0,"yes","yes","yes","yes","yes","no",3,3,3,1,1,9,11,11,"[0,8)",-0.0572541123838405,0.15374354345309,1.69528217001152,-0.0910498779976005,0.731264701352969
"98","GP","F",16,"U","T",2,1,0,"no","yes","no","no","yes","yes",4,3,5,1,1,13,12,12,"[0,8)",0.560941761520752,0.705776057371949,-0.854170115012503,1.00892593392312,0.081464566742584
"99","GP","F",16,"U","T",4,4,0,"no","no","no","yes","yes","no",5,3,4,1,2,12,13,13,"[0,8)",1.31511906257446,-1.2406159654044,1.30745861749583,1.10870072302934,-0.0327822420282038
"100","GP","F",16,"U","T",4,3,0,"yes","yes","no","no","yes","no",5,3,5,1,1,12,13,13,"[0,8)",1.71014825963973,-0.542872816742985,0.614078289735878,1.50735019964282,-0.737480757585432
"101","GP","M",16,"U","T",4,4,0,"yes","yes","no","yes","yes","no",4,5,5,5,5,9,9,8,"[8,16)",-2.41703291338506,-5.02131710028672,0.939605911298921,0.260047864216335,1.00425310605507
"102","GP","M",16,"U","T",4,4,0,"no","yes","no","yes","yes","yes",4,4,3,1,1,16,16,16,"[0,8)",3.54560644759552,-0.607581472972003,0.591780974570588,0.855704150550589,-0.631657286995633
"103","GP","M",15,"U","T",4,4,0,"no","yes","yes","yes","yes","no",5,3,3,1,1,12,13,12,"[0,8)",1.6063511901122,-0.366100949793247,1.85571080074423,1.45432282573047,0.563923920265843
"104","GP","F",15,"U","T",3,2,0,"yes","yes","no","no","yes","no",4,3,5,1,1,11,10,10,"[16,24)",-0.46018696952722,-0.173757784334776,0.435831311736481,0.219437915520033,0.264117030355936
"105","GP","M",15,"U","A",3,4,0,"no","yes","no","yes","yes","no",5,4,4,1,1,16,16,16,"[0,8)",3.18168506404846,-0.770954120948175,-0.023431209267151,1.86188571780299,-0.0746862093292561
"106","GP","F",15,"U","A",3,3,0,"yes","no","no","no","yes","no",4,3,3,1,1,10,10,10,"[8,16)",0.592454606183478,0.568844011537038,1.67844394866252,0.313262110575638,-0.103443082831504
"107","GP","F",15,"U","T",2,2,0,"yes","yes","no","no","yes","no",5,1,2,1,1,10,10,10,"[0,8)",0.717782008913352,2.21767789295508,1.13236969633075,0.00703233682670806,0.493673100745833
"108","GP","M",16,"U","T",3,3,0,"no","yes","no","yes","yes","no",5,3,3,1,1,13,14,14,"[0,8)",2.12369522940767,0.294362727070468,0.441191982935199,0.733247764833393,-0.611452338629998
"109","GP","M",15,"R","T",4,4,0,"no","yes","no","yes","yes","yes",1,3,5,3,5,12,10,11,"[8,16)",-0.510545804354885,-2.75663926644548,-0.221450993737944,-1.87603151340082,2.30370765799243
"110","GP","F",16,"U","T",4,4,0,"no","yes","no","yes","yes","yes",5,4,5,1,1,15,15,14,"[0,8)",2.74246384619567,-1.28831308228396,0.363723540149441,1.85489188893454,-1.06460298297697
"111","GP","M",15,"U","A",4,4,0,"no","no","no","yes","yes","no",5,5,3,1,1,13,14,14,"[0,8)",1.96000007581112,-1.00257600893457,1.24347680301661,2.1618183137993,0.0290170455454288
"112","GP","F",16,"R","T",3,3,0,"yes","yes","no","yes","yes","no",4,1,2,1,1,11,11,11,"[0,8)",1.14594452929709,1.34528684799995,1.81038793019042,-0.765118366316211,0.267057377146117
"113","GP","F",16,"U","T",2,2,1,"yes","no","no","yes","yes","no",3,1,2,1,1,8,10,10,"[8,16)",-1.01741568840662,1.80547034508672,1.82945256237289,-1.99108689598247,-0.159869487274749
"114","GP","M",15,"U","T",4,2,0,"no","no","no","no","yes","no",3,5,2,1,1,18,17,18,"[8,16)",3.278160057913,-0.566375036499584,-0.0800329640102592,-0.213227947276021,0.117774294986234
"115","GP","M",15,"R","T",2,1,0,"no","no","no","yes","yes","yes",5,4,2,1,1,10,9,10,"[0,8)",-0.394877950124648,1.6651879432185,0.476528138283006,1.60435940922877,0.561611785358303
"116","GP","M",16,"U","T",4,4,0,"no","yes","no","yes","yes","no",5,4,4,1,2,16,14,14,"[0,8)",2.35681810879527,-1.6033798341184,0.592303863534087,1.21221126422444,-0.668427566119741
"117","GP","M",15,"U","T",4,4,0,"no","yes","no","yes","yes","no",4,4,3,1,1,16,15,16,"[0,8)",2.97646779077298,-0.666878642044432,0.453337102679529,0.795884232005024,0.340355485172623
"118","GP","M",16,"U","T",3,3,0,"no","no","no","yes","yes","no",5,4,2,1,1,14,14,15,"[0,8)",1.71050452260156,0.194244016623247,0.0538000608636978,0.809164524780384,0.0271789710683319
"119","GP","M",17,"R","T",1,3,1,"no","yes","no","yes","yes","no",5,2,4,1,4,12,11,11,"[8,16)",-1.29243858827194,-0.317496465379762,-1.04813950205655,-0.997607295544172,-0.57253796157808
"120","GP","M",15,"U","T",3,4,0,"no","no","no","no","yes","no",3,4,3,1,2,14,13,14,"[0,8)",1.64849938794378,-0.76607021341032,1.04373394284915,0.536060933435149,1.00815803291264
"121","GP","F",15,"U","T",1,2,0,"no","no","no","no","yes","no",3,2,3,1,2,14,14,14,"[0,8)",1.52052732793153,1.10900445931726,-0.563673420240586,-0.592662635524146,1.34157472217605
"122","GP","M",15,"U","T",2,2,0,"no","yes","no","yes","yes","no",5,5,4,1,2,14,13,13,"[0,8)",1.46329719362643,-0.146791626666872,-0.942374088438096,1.84664066197767,-0.552831134710009
"123","GP","F",16,"U","T",2,4,0,"no","yes","no","yes","yes","yes",4,2,2,1,2,14,12,13,"[0,8)",1.42669731117535,0.632454934167239,0.555427751787486,-0.440635767191304,0.846273221440589
"124","GP","M",16,"U","T",4,4,0,"no","yes","no","yes","yes","no",3,4,4,1,4,12,13,13,"[0,8)",0.799413964679918,-2.20803225784525,1.11642003881478,0.255097502851498,0.596892121644974
"125","GP","F",16,"U","T",2,2,0,"no","no","no","no","yes","yes",5,4,4,1,1,12,11,11,"[0,8)",0.345298045926905,0.589345179185814,-0.193352766669352,2.01458473774595,-0.169125242921631
"126","GP","M",15,"U","T",3,4,0,"yes","no","no","no","yes","no",5,5,5,3,2,9,9,9,"[0,8)",-1.13687240531761,-2.23486834383102,1.03885358871541,2.65437214799461,0.883329951397858
"127","GP","F",15,"U","A",3,4,0,"yes","no","no","yes","yes","yes",5,3,2,1,1,10,11,11,"[0,8)",1.01557773012663,0.65456348294933,2.01627562741269,1.49680730170394,0.673434909066465
"128","GP","F",19,"U","T",0,1,2,"no","yes","no","no","no","no",3,4,2,1,1,9,10,11,"[0,8)",-2.14026418352092,2.48960355245231,-0.499539538114863,-0.531651967075826,-2.4373822865992
"129","GP","M",16,"R","T",4,4,0,"no","no","no","yes","yes","no",3,5,5,2,5,14,14,15,"[8,16)",0.884661559320849,-3.94811670406795,0.0350852208221226,0.106750943438516,0.407964707772299
"130","GP","M",16,"U","T",2,3,0,"no","yes","no","no","yes","yes",3,2,3,2,2,13,12,13,"[0,8)",0.883710173119722,0.232235486113418,-0.108617197147777,-1.22690962702988,0.845831691734837
"131","GP","F",15,"R","T",3,4,0,"no","yes","no","no","yes","yes",4,2,2,2,2,10,11,12,"[0,8)",0.868228317184187,0.291787749643815,1.34693121969484,-0.062697246627001,1.45559768589729
"132","GP","F",18,"U","T",2,1,3,"no","yes","no","yes","no","yes",5,4,5,1,3,10,9,8,"[8,16)",-3.27220428455665,-0.149021858719979,-0.291694810859149,0.497310396830643,-3.53351826895425
"133","GP","F",17,"U","A",2,1,0,"no","yes","no","no","yes","no",3,2,2,1,2,11,10,11,"[8,16)",-0.978875747207951,1.62210657606217,-0.41480292252318,-1.62151250501304,1.05024562665171
"134","GP","F",15,"U","T",1,1,0,"no","yes","no","yes","yes","yes",4,3,3,1,2,11,12,13,"[0,8)",-0.431045797690053,1.35866776334839,-1.51930958229853,0.100435996848613,1.69056812396414
"135","GP","F",17,"U","T",2,2,0,"no","yes","no","no","yes","yes",3,4,4,1,3,13,12,12,"[0,8)",-0.0257892997102139,-0.48900359557262,-0.507889478997683,0.169491191117653,0.193003106222551
